# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1007       1.414918630890e-10       5.604696655675e-12      -4.456467736404e-12       1.232993485983e-14       5.607291826921e-15       6.060048550795e-16       2.555132843275e-16 
 1008       1.413253862992e-10       5.591421418941e-12      -4.626587756245e-12       1.232795006084e-14       5.585990306798e-15       5.930319011320e-16       2.546371367325e-16 
 1009       1.411755933478e-10       5.577427789628e-12      -4.795347995688e-12       1.232610095959e-14       5.564788236810e-15       5.801361916281e-16       2.537284626903e-16 
 1010       1.410422717158e-10       5.562723469796e-12      -4.962692862927e-12       1.232438746040e-14       5.543685156765e-15       5.673181597236e-16       2.527883753224e-16 
 1011       1.409252065795e-10       5.547316246002e-12      -5.128566389241e-12       1.232280946044e-14       5.522680596671e-15       5.545782379941e-16       2.518179976043e-16 
 1012       1.408241808041e-10       5.531213989523e-12      -5.292912228122e-12       1.232136684969e-14       5.501774076707e-15       5.419168584293e-16       2.508184623912e-16 
 1013       1.407389749379e-10       5.514424656583e-12      -5.455673654399e-12       1.232005951091e-14       5.480965107191e-15       5.293344524279e-16       2.497909124427e-16 
 1014       1.406693672057e-10       5.496956288582e-12      -5.616793563366e-12       1.231888731962e-14       5.460253188550e-15       5.168314507923e-16       2.487365004486e-16 
 1015       1.406151335030e-10       5.478817012322e-12      -5.776214469909e-12       1.231785014407e-14       5.439637811290e-15       5.044082837232e-16       2.476563890533e-16 
 1016       1.405760473892e-10       5.460015040236e-12      -5.933878507631e-12       1.231694784524e-14       5.419118455963e-15       4.920653808147e-16       2.465517508815e-16 
 1017       1.405518800818e-10       5.440558670614e-12      -6.089727427980e-12       1.231618027677e-14       5.398694593140e-15       4.798031710485e-16       2.454237685633e-16 
 1018       1.405424004501e-10       5.420456287831e-12      -6.243702599372e-12       1.231554728501e-14       5.378365683378e-15       4.676220827888e-16       2.442736347591e-16 
 1019       1.405473750088e-10       5.399716362574e-12      -6.395745006323e-12       1.231504870890e-14       5.358131177191e-15       4.555225437772e-16       2.431025521850e-16 
 1020       1.405665679118e-10       5.378347452070e-12      -6.545795248571e-12       1.231468438003e-14       5.337990515017e-15       4.435049811273e-16       2.419117336381e-16 
 1021       1.405997409464e-10       5.356358200311e-12      -6.693793540204e-12       1.231445412257e-14       5.317943127190e-15       4.315698213191e-16       2.407024020213e-16 
 1022       1.406466535264e-10       5.333757338285e-12      -6.839679708786e-12       1.231435775326e-14       5.297988433909e-15       4.197174901942e-16       2.394757903688e-16 
 1023       1.407070626864e-10       5.310553684202e-12      -6.983393194486e-12       1.231439508139e-14       5.278125845206e-15       4.079484129504e-16       2.382331418710e-16 
 1024       1.407807230753e-10       5.286756143720e-12      -7.124873049198e-12       1.231456590876e-14       5.258354760917e-15       3.962630141360e-16       2.369757099000e-16 
 1025       1.408673869500e-10       5.262373710172e-12      -7.264057935675e-12       1.231487002968e-14       5.238674570650e-15       3.846617176451e-16       2.357047580343e-16 
 1026       1.409668041696e-10       5.237415464797e-12      -7.400886126653e-12       1.231530723093e-14       5.219084653757e-15       3.731449467120e-16       2.344215600844e-16 
 1027       1.410787221887e-10       5.211890576963e-12      -7.535295503972e-12       1.231587729171e-14       5.199584379299e-15       3.617131239058e-16       2.331274001179e-16 
 1028       1.412028860514e-10       5.185808304399e-12      -7.667223557712e-12       1.231657998369e-14       5.180173106020e-15       3.503666711254e-16       2.318235724845e-16 
 1029       1.413390383851e-10       5.159177993416e-12      -7.796607385312e-12       1.231741507091e-14       5.160850182316e-15       3.391060095940e-16       2.305113818411e-16 
 1030       1.414869193940e-10       5.132009079141e-12      -7.923383690699e-12       1.231838230979e-14       5.141614946199e-15       3.279315598538e-16       2.291921431774e-16 
 1031       1.416462668533e-10       5.104311085740e-12      -8.047488783415e-12       1.231948144912e-14       5.122466725275e-15       3.168437417612e-16       2.278671818406e-16 
 1032       1.418168161026e-10       5.076093626647e-12      -8.168858577742e-12       1.232071222999e-14       5.103404836706e-15       3.058429744805e-16       2.265378335609e-16 
 1033       1.419983000400e-10       5.047366404791e-12      -8.287428591831e-12       1.232207438581e-14       5.084428587183e-15       2.949296764798e-16       2.252054444763e-16 
 1034       1.421904499138e-10       5.018139651857e-12      -8.403143343161e-12       1.232356734152e-14       5.065537349073e-15       2.841046432214e-16       2.238710999125e-16 
 1035       1.423929977241e-10       4.988425452401e-12      -8.515984682082e-12       1.232518930657e-14       5.046730790105e-15       2.733701860921e-16       2.225348064730e-16 
 1036       1.426056738429e-10       4.958236438894e-12      -8.625943856842e-12       1.232693816911e-14       5.028008646865e-15       2.627290095540e-16       2.211962984433e-16 
 1037       1.428282062128e-10       4.927585354661e-12      -8.733012153734e-12       1.232881179544e-14       5.009370648897e-15       2.521838349436e-16       2.198553079831e-16 
 1038       1.430603203410e-10       4.896485054157e-12      -8.837180897272e-12       1.233080803004e-14       4.990816518675e-15       2.417374005095e-16       2.185115651214e-16 
 1039       1.433017392928e-10       4.864948503244e-12      -8.938441450369e-12       1.233292469545e-14       4.972345971585e-15       2.313924614488e-16       2.171647977512e-16 
 1040       1.435521836857e-10       4.832988779469e-12      -9.036785214525e-12       1.233515959226e-14       4.953958715900e-15       2.211517899447e-16       2.158147316241e-16 
 1041       1.438113716835e-10       4.800619072339e-12      -9.132203629998e-12       1.233751049899e-14       4.935654452760e-15       2.110181752033e-16       2.144610903453e-16 
 1042       1.440790189895e-10       4.767852683597e-12      -9.224688175989e-12       1.233997517211e-14       4.917432876151e-15       2.009944234904e-16       2.131035953682e-16 
 1043       1.443548388410e-10       4.734703027501e-12      -9.314230370821e-12       1.234255134591e-14       4.899293672879e-15       1.910833581693e-16       2.117419659890e-16 
 1044       1.446385420030e-10       4.701183631099e-12      -9.400821772121e-12       1.234523673250e-14       4.881236522551e-15       1.812878197370e-16       2.103759193419e-16 
 1045       1.449298367617e-10       4.667308134503e-12      -9.484453976995e-12       1.234802902172e-14       4.863261097553e-15       1.716106658621e-16       2.090051703933e-16 
 1046       1.452284289188e-10       4.633090291173e-12      -9.565118622214e-12       1.235092588108e-14       4.845367063028e-15       1.620547714210e-16       2.076294319372e-16 
 1047       1.455340217853e-10       4.598543968184e-12      -9.642807384390e-12       1.235392495572e-14       4.827554076851e-15       1.526230285357e-16       2.062484145893e-16 
 1048       1.458463161751e-10       4.563683146512e-12      -9.717511980158e-12       1.235702386834e-14       4.809821789611e-15       1.433183466106e-16       2.048618267821e-16 
 1049       1.461650103991e-10       4.528521921302e-12      -9.789224166354e-12       1.236022021914e-14       4.792169844588e-15       1.341436523692e-16       2.034693747597e-16 
 1050       1.464898002589e-10       4.493074502151e-12      -9.857935740198e-12       1.236351158578e-14       4.774597877728e-15       1.251018898919e-16       2.020707625725e-16 
 1051       1.468203790410e-10       4.457355213383e-12      -9.923638539473e-12       1.236689552331e-14       4.757105517626e-15       1.161960206524e-16       2.006656920717e-16 
 1052       1.471564375100e-10       4.421378494321e-12      -9.986324442702e-12       1.237036956410e-14       4.739692385499e-15       1.074290235552e-16       1.992538629045e-16 
 1053       1.474976639033e-10       4.385158899572e-12      -1.004598536933e-11       1.237393121782e-14       4.722358095168e-15       9.880389497225e-17       1.978349725085e-16 
 1054       1.478437439241e-10       4.348711099296e-12      -1.010261327992e-11       1.237757797132e-14       4.705102253032e-15       9.032364878047e-17       1.964087161067e-16 
 1055       1.481943607362e-10       4.312049879487e-12      -1.015620017628e-11       1.238130728864e-14       4.687924458052e-15       8.199131639849e-17       1.949747867019e-16 
 1056       1.485491949569e-10       4.275190142247e-12      -1.020673810173e-11       1.238511661091e-14       4.670824301721e-15       7.380994682383e-17       1.935328750719e-16 
 1057       1.489079246514e-10       4.238146906063e-12      -1.025421914120e-11       1.238900335630e-14       4.653801368049e-15       6.578260666996e-17       1.920826697641e-16 
 1058       1.492702253269e-10       4.200935306088e-12      -1.029863542145e-11       1.239296491998e-14       4.636855233537e-15       5.791238020335e-17       1.906238570900e-16 
 1059       1.496357699257e-10       4.163570594409e-12      -1.033997911124e-11       1.239699867404e-14       4.619985467156e-15       5.020236938052e-17       1.891561211202e-16 
 1060       1.500042288198e-10       4.126068140333e-12      -1.037824242152e-11       1.240110196744e-14       4.603191630327e-15       4.265569388513e-17       1.876791436793e-16 
 1061       1.503752698043e-10       4.088443430656e-12      -1.041341760561e-11       1.240527212594e-14       4.586473276896e-15       3.527549116503e-17       1.861926043401e-16 
 1062       1.507485580915e-10       4.050712069943e-12      -1.044549695935e-11       1.240950645209e-14       4.569829953111e-15       2.806491646932e-17       1.846961804192e-16 
 1063       1.511237563047e-10       4.012889780805e-12      -1.047447282133e-11       1.241380222511e-14       4.553261197607e-15       2.102714288542e-17       1.831895469710e-16 
 1064       1.515005244719e-10       3.974992404174e-12      -1.050033757302e-11       1.241815670086e-14       4.536766541374e-15       1.416536137615e-17       1.816723767825e-16 
 1065       1.518785200200e-10       3.937035899583e-12      -1.052308363899e-11       1.242256711178e-14       4.520345507744e-15       7.482780816733e-18       1.801443403688e-16 
 1066       1.522573977682e-10       3.899036345436e-12      -1.054270348706e-11       1.242703066687e-14       4.503997612363e-15       9.826280319350e-19       1.786051059670e-16 
 1067       1.526368099225e-10       3.861009939290e-12      -1.055918962850e-11       1.243154455154e-14       4.487722363171e-15      -5.331852166922e-18       1.770543395314e-16 
 1068       1.530164060689e-10       3.822972998132e-12      -1.057253461822e-11       1.243610592766e-14       4.471519260382e-15      -1.145739694488e-17       1.754917047281e-16 
 1069       1.533958331676e-10       3.784941958652e-12      -1.058273105490e-11       1.244071193341e-14       4.455387796458e-15      -1.739072540628e-17       1.739168629298e-16 
 1070       1.537747355469e-10       3.746933377521e-12      -1.058977158122e-11       1.244535968329e-14       4.439327456090e-15      -2.312853855772e-17       1.723294732106e-16 
 1071       1.541527548968e-10       3.708963931668e-12      -1.059364888404e-11       1.245004626802e-14       4.423337716176e-15      -2.866751927095e-17       1.707291923408e-16 
 1072       1.545295302632e-10       3.671050418558e-12      -1.059435569454e-11       1.245476875452e-14       4.407418045795e-15      -3.400433224584e-17       1.691156747813e-16 
 1073       1.549047274988e-10       3.633208711743e-12      -1.059189138683e-11       1.245952423162e-14       4.391567960882e-15      -3.913674975501e-17       1.674886803847e-16 
 1074       1.552781280678e-10       3.595450611396e-12      -1.058628187172e-11       1.246430994817e-14       4.375787189091e-15      -4.406704573878e-17       1.658483991124e-16 
 1075       1.556495414381e-10       3.557786951445e-12      -1.057755997418e-11       1.246912317673e-14       4.360075507128e-15      -4.879864785325e-17       1.641951307287e-16 
 1076       1.560187757312e-10       3.520228640567e-12      -1.056575886039e-11       1.247396116785e-14       4.344432686252e-15      -5.333501595965e-17       1.625291775013e-16 
 1077       1.563856377184e-10       3.482786662365e-12      -1.055091203861e-11       1.247882115005e-14       4.328858492255e-15      -5.767964220449e-17       1.608508442079e-16 
 1078       1.567499328182e-10       3.445472075528e-12      -1.053305336000e-11       1.248370032972e-14       4.313352685447e-15      -6.183605109976e-17       1.591604381416e-16 
 1079       1.571114650931e-10       3.408296014003e-12      -1.051221701955e-11       1.248859589112e-14       4.297915020640e-15      -6.580779960309e-17       1.574582691173e-16 
 1080       1.574700372467e-10       3.371269687161e-12      -1.048843755693e-11       1.249350499628e-14       4.282545247130e-15      -6.959847719789e-17       1.557446494776e-16 
 1081       1.578254506201e-10       3.334404379966e-12      -1.046174985731e-11       1.249842478498e-14       4.267243108684e-15      -7.321170597353e-17       1.540198940985e-16 
 1082       1.581775051896e-10       3.297711453143e-12      -1.043218915230e-11       1.250335237468e-14       4.252008343520e-15      -7.665114070551e-17       1.522843203958e-16 
 1083       1.585259995629e-10       3.261202343344e-12      -1.039979102076e-11       1.250828486048e-14       4.236840684293e-15      -7.992046893563e-17       1.505382483305e-16 
 1084       1.588707309765e-10       3.224888563317e-12      -1.036459138969e-11       1.251321931505e-14       4.221739858078e-15      -8.302341105212e-17       1.487820004155e-16 
 1085       1.592114952925e-10       3.188781702073e-12      -1.032662653511e-11       1.251815278859e-14       4.206705586352e-15      -8.596372036986e-17       1.470159017208e-16 
 1086       1.595480869954e-10       3.152893425056e-12      -1.028593308290e-11       1.252308230878e-14       4.191737584982e-15      -8.874518321048e-17       1.452402798801e-16 
 1087       1.598802991892e-10       3.117235474307e-12      -1.024254800969e-11       1.252800488070e-14       4.176835564205e-15      -9.137161898258e-17       1.434554650964e-16 
 1088       1.602079235944e-10       3.081819668637e-12      -1.019650864370e-11       1.253291748681e-14       4.161999228613e-15      -9.384688026187e-17       1.416617901482e-16 
 1089       1.605307505445e-10       3.046657903790e-12      -1.014785266564e-11       1.253781708689e-14       4.147228277134e-15      -9.617485287134e-17       1.398595903951e-16 
 1090       1.608485689834e-10       3.011762152612e-12      -1.009661810955e-11       1.254270061798e-14       4.132522403022e-15      -9.835945596143e-17       1.380492037843e-16 
 1091       1.611611664622e-10       2.977144465221e-12      -1.004284336370e-11       1.254756499432e-14       4.117881293833e-15      -1.004046420902e-16       1.362309708562e-16 
 1092       1.614683291359e-10       2.942816969172e-12      -9.986567171402e-12       1.255240710730e-14       4.103304631416e-15      -1.023143973034e-16       1.344052347504e-16 
 1093       1.617698417607e-10       2.908791869627e-12      -9.927828631942e-12       1.255722382543e-14       4.088792091891e-15      -1.040927412148e-16       1.325723412117e-16 
 1094       1.620654876906e-10       2.875081449521e-12      -9.866667201399e-12       1.256201199426e-14       4.074343345635e-15      -1.057437270862e-16       1.307326385963e-16 
 1095       1.623550488746e-10       2.841698069730e-12      -9.803122693533e-12       1.256676843634e-14       4.059958057265e-15      -1.072714419079e-16       1.288864778775e-16 
 1096       1.626383058532e-10       2.808654169241e-12      -9.737235280650e-12       1.257148995116e-14       4.045635885623e-15      -1.086800064783e-16       1.270342126516e-16 
 1097       1.629150377561e-10       2.775962265318e-12      -9.669045494465e-12       1.257617331509e-14       4.031376483759e-15      -1.099735754846e-16       1.251761991442e-16 
 1098       1.631850222982e-10       2.743634953669e-12      -9.598594226973e-12       1.258081528135e-14       4.017179498915e-15      -1.111563375827e-16       1.233127962158e-16 
 1099       1.634480357771e-10       2.711684908614e-12      -9.525922731314e-12       1.258541257996e-14       4.003044572507e-15      -1.122325154774e-16       1.214443653683e-16 
 1100       1.637038530701e-10       2.680124883257e-12      -9.451072622642e-12       1.258996191763e-14       3.988971340110e-15      -1.132063660027e-16       1.195712707501e-16 
 1101       1.639522476308e-10       2.648967709646e-12      -9.374085878990e-12       1.259445997779e-14       3.974959431443e-15      -1.140821802017e-16       1.176938791632e-16 
 1102       1.641929914860e-10       2.618226298949e-12      -9.295004842138e-12       1.259890342047e-14       3.961008470349e-15      -1.148642834071e-16       1.158125600680e-16 
 1103       1.644258552331e-10       2.587913641615e-12      -9.213872218483e-12       1.260328888228e-14       3.947118074783e-15      -1.155570353211e-16       1.139276855903e-16 
 1104       1.646506080366e-10       2.558042807547e-12      -9.130731079899e-12       1.260761297635e-14       3.933287856792e-15      -1.161648300955e-16       1.120396305265e-16 
 1105       1.648670176250e-10       2.528626946266e-12      -9.045624864611e-12       1.261187229228e-14       3.919517422503e-15      -1.166920964123e-16       1.101487723500e-16 
 1106       1.650748502880e-10       2.499679287080e-12      -8.958597378062e-12       1.261606339608e-14       3.905806372100e-15      -1.171432975634e-16       1.082554912171e-16 
 1107       1.652738708735e-10       2.471213139255e-12      -8.869692793774e-12       1.262018283011e-14       3.892154299815e-15      -1.175229315309e-16       1.063601699728e-16 
 1108       1.654638427839e-10       2.443241892178e-12      -8.778955654221e-12       1.262422711306e-14       3.878560793908e-15      -1.178355310675e-16       1.044631941570e-16 
 1109       1.656445279738e-10       2.415779015525e-12      -8.686430871695e-12       1.262819273986e-14       3.865025436649e-15      -1.180856637764e-16       1.025649520102e-16 
 1110       1.658156869466e-10       2.388838059433e-12      -8.592163729171e-12       1.263207618164e-14       3.851547804306e-15      -1.182779321914e-16       1.006658344799e-16 
 1111       1.659770787513e-10       2.362432654664e-12      -8.496199881175e-12       1.263587388569e-14       3.838127467124e-15      -1.184169738574e-16       9.876623522611e-17 
 1112       1.661284983511e-10       2.336574702878e-12      -8.398585879271e-12       1.263958260728e-14       3.824764033781e-15      -1.185067972696e-16       9.686653493700e-17 
 1113       1.662698892736e-10       2.311268921059e-12      -8.299370754325e-12       1.264320041013e-14       3.811457285408e-15      -1.185487799765e-16       9.496705403781e-17 
 1114       1.664012324348e-10       2.286518225730e-12      -8.198604456751e-12       1.264672567899e-14       3.798207043292e-15      -1.185436443294e-16       9.306809937235e-17 
 1115       1.665225089024e-10       2.262325536339e-12      -8.096337334705e-12       1.265015678890e-14       3.785013124564e-15      -1.184921192529e-16       9.116997984159e-17 
 1116       1.666336998963e-10       2.238693775256e-12      -7.992620134992e-12       1.265349210522e-14       3.771875342180e-15      -1.183949402612e-16       8.927300640813e-17 
 1117       1.667347867893e-10       2.215625867760e-12      -7.887504003995e-12       1.265672998355e-14       3.758793504912e-15      -1.182528494732e-16       8.737749210063e-17 
 1118       1.668257511073e-10       2.193124742034e-12      -7.781040488584e-12       1.265986876976e-14       3.745767417335e-15      -1.180665956288e-16       8.548375201825e-17 
 1119       1.669065745302e-10       2.171193329158e-12      -7.673281537040e-12       1.266290679993e-14       3.732796879818e-15      -1.178369341044e-16       8.359210333512e-17 
 1120       1.669772388925e-10       2.149834563100e-12      -7.564279499969e-12       1.266584240034e-14       3.719881688507e-15      -1.175646269286e-16       8.170286530479e-17 
 1121       1.670377261835e-10       2.129051380707e-12      -7.454087131224e-12       1.266867388747e-14       3.707021635316e-15      -1.172504427983e-16       7.981635926465e-17 
 1122       1.670880185480e-10       2.108846721701e-12      -7.342757588818e-12       1.267139956795e-14       3.694216507916e-15      -1.168951570942e-16       7.793290864042e-17 
 1123       1.671280982871e-10       2.089223528669e-12      -7.230344435847e-12       1.267401773855e-14       3.681466089721e-15      -1.164995518965e-16       7.605283895056e-17 
 1124       1.671579478583e-10       2.070184747053e-12      -7.116901641405e-12       1.267652668617e-14       3.668770159876e-15      -1.160644160012e-16       7.417647781075e-17 
 1125       1.671775498764e-10       2.051733325149e-12      -7.002483581503e-12       1.267892468782e-14       3.656128493245e-15      -1.155905449351e-16       7.230415493833e-17 
 1126       1.671868871141e-10       2.033872214091e-12      -6.887145039987e-12       1.268121001056e-14       3.643540860400e-15      -1.150787409721e-16       7.043620215672e-17 
 1127       1.671859425021e-10       2.016604367850e-12      -6.770941209457e-12       1.268338091155e-14       3.631007027611e-15      -1.145298131489e-16       6.857295339993e-17 
 1128       1.671746991302e-10       1.999932743224e-12      -6.653927692181e-12       1.268543563794e-14       3.618526756828e-15      -1.139445772806e-16       6.671474471694e-17 
 1129       1.671531402475e-10       1.983860299829e-12      -6.536160501018e-12       1.268737242693e-14       3.606099805674e-15      -1.133238559766e-16       6.486191427620e-17 
 1130       1.671212492630e-10       1.968390000091e-12      -6.417696060334e-12       1.268918950572e-14       3.593725927432e-15      -1.126684786564e-16       6.301480237007e-17 
 1131       1.670790097464e-10       1.953524809244e-12      -6.298591206920e-12       1.269088509146e-14       3.581404871032e-15      -1.119792815653e-16       6.117375141923e-17 
 1132       1.670264054282e-10       1.939267695313e-12      -6.178903190909e-12       1.269245739127e-14       3.569136381039e-15      -1.112571077902e-16       5.933910597719e-17 
 1133       1.669634202008e-10       1.925621629115e-12      -6.058689676695e-12       1.269390460222e-14       3.556920197643e-15      -1.105028072752e-16       5.751121273468e-17 
 1134       1.668900381185e-10       1.912589584247e-12      -5.938008743853e-12       1.269522491126e-14       3.544756056643e-15      -1.097172368378e-16       5.569042052417e-17 
 1135       1.668062433985e-10       1.900174537077e-12      -5.816918888052e-12       1.269641649525e-14       3.532643689441e-15      -1.089012601843e-16       5.387708032423e-17 
 1136       1.667120204210e-10       1.888379466741e-12      -5.695479021979e-12       1.269747752093e-14       3.520582823023e-15      -1.080557479255e-16       5.207154526404e-17 
 1137       1.666073537305e-10       1.877207355130e-12      -5.573748476252e-12       1.269840614488e-14       3.508573179954e-15      -1.071815775929e-16       5.027417062785e-17 
 1138       1.664922280354e-10       1.866661186887e-12      -5.451787000340e-12       1.269920051351e-14       3.496614478358e-15      -1.062796336541e-16       4.848531385936e-17 
 1139       1.663666282093e-10       1.856743949396e-12      -5.329654763483e-12       1.269985876304e-14       3.484706431915e-15      -1.053508075286e-16       4.670533456625e-17 
 1140       1.662305392911e-10       1.847458632777e-12      -5.207412355606e-12       1.270037901948e-14       3.472848749842e-15      -1.043959976039e-16       4.493459452458e-17 
 1141       1.660839464858e-10       1.838808229875e-12      -5.085120788241e-12       1.270075939860e-14       3.461041136884e-15      -1.034161092508e-16       4.317345768323e-17 
 1142       1.659268351651e-10       1.830795736254e-12      -4.962841495442e-12       1.270099800595e-14       3.449283293300e-15      -1.024120548396e-16       4.142229016840e-17 
 1143       1.657591908677e-10       1.823424150192e-12      -4.840636334703e-12       1.270109293675e-14       3.437574914856e-15      -1.013847537555e-16       3.968146028801e-17 
 1144       1.655809992999e-10       1.816696472669e-12      -4.718567587880e-12       1.270104227598e-14       3.425915692807e-15      -1.003351324146e-16       3.795133853617e-17 
 1145       1.653922463365e-10       1.810615707361e-12      -4.596697962105e-12       1.270084409827e-14       3.414305313886e-15      -9.926412427966e-17       3.623229759763e-17 
 1146       1.651929180208e-10       1.805184860632e-12      -4.475090590704e-12       1.270049646793e-14       3.402743460297e-15      -9.817266987582e-17       3.452471235223e-17 
 1147       1.649830005657e-10       1.800406941528e-12      -4.353809034116e-12       1.269999743889e-14       3.391229809697e-15      -9.706171680635e-17       3.282895987934e-17 
 1148       1.647624803537e-10       1.796284961768e-12      -4.232917280815e-12       1.269934505474e-14       3.379764035187e-15      -9.593221976849e-17       3.114541946231e-17 
 1149       1.645313439381e-10       1.792821935735e-12      -4.112479748220e-12       1.269853734865e-14       3.368345805300e-15      -9.478514056915e-17       2.947447259292e-17 
 1150       1.642895780429e-10       1.790020880470e-12      -3.992561283619e-12       1.269757234336e-14       3.356974783987e-15      -9.362144814074e-17       2.781650297585e-17 
 1151       1.640371933871e-10       1.787883335180e-12      -3.873222176640e-12       1.269644844671e-14       3.345650664470e-15      -9.244149438217e-17       2.617180704420e-17 
 1152       1.637742964869e-10       1.786404899183e-12      -3.754503125489e-12       1.269516564362e-14       3.334373271280e-15      -9.124313297391e-17       2.454032425338e-17 
 1153       1.635010187660e-10       1.785579637293e-12      -3.636440081650e-12       1.269372431922e-14       3.323142459493e-15      -9.002357670835e-17       2.292190337154e-17 
 1154       1.632174928178e-10       1.785401555021e-12      -3.519069221479e-12       1.269212486466e-14       3.311958080968e-15      -8.878001945746e-17       2.131639165423e-17 
 1155       1.629238524085e-10       1.785864598435e-12      -3.402426946676e-12       1.269036767714e-14       3.300819984348e-15      -8.750963613213e-17       1.972363484074e-17 
 1156       1.626202324790e-10       1.786962654019e-12      -3.286549884747e-12       1.268845315995e-14       3.289728015041e-15      -8.620958264140e-17       1.814347715047e-17 
 1157       1.623067691483e-10       1.788689548531e-12      -3.171474889474e-12       1.268638172245e-14       3.278682015220e-15      -8.487699585176e-17       1.657576127926e-17 
 1158       1.619835997159e-10       1.791039048861e-12      -3.057239041380e-12       1.268415378010e-14       3.267681823807e-15      -8.350899354643e-17       1.502032839574e-17 
 1159       1.616508626645e-10       1.794004861888e-12      -2.943879648194e-12       1.268176975451e-14       3.256727276469e-15      -8.210267438466e-17       1.347701813769e-17 
 1160       1.613086976630e-10       1.797580634342e-12      -2.831434245321e-12       1.267923007338e-14       3.245818205606e-15      -8.065511786099e-17       1.194566860841e-17 
 1161       1.609572455687e-10       1.801759952659e-12      -2.719940596306e-12       1.267653517057e-14       3.234954440344e-15      -7.916338426455e-17       1.042611637302e-17 
 1162       1.605966484306e-10       1.806536342840e-12      -2.609436693300e-12       1.267368548612e-14       3.224135806525e-15      -7.762451463833e-17       8.918196454843e-18 
 1163       1.602270494914e-10       1.811903270311e-12      -2.499960757530e-12       1.267068146622e-14       3.213362126699e-15      -7.603553073847e-17       7.421742331764e-18 
 1164       1.598485931910e-10       1.817854139778e-12      -2.391551239763e-12       1.266752356327e-14       3.202633220112e-15      -7.439343499353e-17       5.936585932554e-18 
 1165       1.594614251685e-10       1.824382295090e-12      -2.284246820771e-12       1.266421223587e-14       3.191948902703e-15      -7.269521046380e-17       4.462557633237e-18 
 1166       1.590656922656e-10       1.831481019091e-12      -2.178086411802e-12       1.266074794885e-14       3.181308987089e-15      -7.093782080057e-17       2.999486253434e-18 
 1167       1.586615425285e-10       1.839143533487e-12      -2.073109155042e-12       1.265713117325e-14       3.170713282558e-15      -6.911821020540e-17       1.547199052717e-18 
 1168       1.582491252113e-10       1.847362998696e-12      -1.969354424085e-12       1.265336238640e-14       3.160161595064e-15      -6.723330338941e-17       1.055217269557e-19 
 1169       1.578285907784e-10       1.856132513709e-12      -1.866861824398e-12       1.264944207186e-14       3.149653727211e-15      -6.528000553259e-17      -1.325721595331e-18 
 1170       1.574000909073e-10       1.865445115952e-12      -1.765671193788e-12       1.264537071950e-14       3.139189478250e-15      -6.325520224303e-17      -2.746708356623e-18 
 1171       1.569637784913e-10       1.875293781140e-12      -1.665822602866e-12       1.264114882547e-14       3.128768644066e-15      -6.115575951624e-17      -4.157617574052e-18 
 1172       1.565198076419e-10       1.885671423135e-12      -1.567356355519e-12       1.263677689224e-14       3.118391017173e-15      -5.897852369445e-17      -5.558629843050e-18 
 1173       1.560683336920e-10       1.896570893809e-12      -1.470312989371e-12       1.263225542860e-14       3.108056386702e-15      -5.672032142583e-17      -6.949927340998e-18 
 1174       1.556095131985e-10       1.907984982896e-12      -1.374733276254e-12       1.262758494969e-14       3.097764538392e-15      -5.437795962385e-17      -8.331693830877e-18 
 1175       1.551435039447e-10       1.919906417858e-12      -1.280658222670e-12       1.262276597700e-14       3.087515254583e-15      -5.194822542648e-17      -9.704114664917e-18 
 1176       1.546704649432e-10       1.932327863734e-12      -1.188129070264e-12       1.261779903840e-14       3.077308314206e-15      -4.942788615557e-17      -1.106737678825e-17 
 1177       1.541905564388e-10       1.945241923007e-12      -1.097187296282e-12       1.261268466813e-14       3.067143492774e-15      -4.681368927603e-17      -1.242166874255e-17 
 1178       1.537039399108e-10       1.958641135458e-12      -1.007874614044e-12       1.260742340684e-14       3.057020562373e-15      -4.410236235519e-17      -1.376718066971e-17 
 1179       1.532107780760e-10       1.972517978023e-12      -9.202329734114e-13       1.260201580161e-14       3.046939291654e-15      -4.129061302207e-17      -1.510410431543e-17 
 1180       1.527112348915e-10       1.986864864655e-12      -8.343045612468e-13       1.259646240593e-14       3.036899445822e-15      -3.837512892661e-17      -1.643263303296e-17 
 1181       1.522054755570e-10       2.001674146181e-12      -7.501318018869e-13       1.259076377975e-14       3.026900786631e-15      -3.535257769902e-17      -1.775296178667e-17 
 1182       1.516936665179e-10       2.016938110159e-12      -6.677573576064e-13       1.258492048947e-14       3.016943072369e-15      -3.221960690903e-17      -1.906528715572e-17 
 1183       1.511759754678e-10       2.032648980736e-12      -5.872241290849e-13       1.257893310799e-14       3.007026057855e-15      -2.897284402518e-17      -2.036980733774e-17 
 1184       1.506525713514e-10       2.048798918512e-12      -5.085752558734e-13       1.257280221468e-14       2.997149494427e-15      -2.560889637410e-17      -2.166672215245e-17 
